Game,StdDev_Sentiment,TotalNegative,TotalPositive,StdDev_ContainWord
Agassi Tennis Generation,0,6,6,0.153543604578231
"Agatha Christie's The ABC Murders",-7,8,7,0.111233487923393
Agatha Christie: And Then There Were None,-5,6,4,0.120558915605004
Agatha Christie: Evil Under the Sun,-7,6,4,0.149630526134618
Agatha Christie: The ABC Murders,12,5,10,0.19617505583268
Agatha Knife,-6,9,7,0.16102063977431
Age of Booty,4,6,8,8.86352856091752e-02
Age of Empires II: Definitive Edition,21,6,18,0.112666597796543
Age of Empires II: Definitive Edition - Lords of the West,-12,16,12,0.250691335420128
Age of Empires III: Definitive Edition,0,6,7,0.125367828161445
Age of Wonders: Planetfall,22,16,28,0.154347173510609
Age of Wonders: Planetfall - Invasions,-4,14,12,0.168180236618445
Age of Wonders: Planetfall - Revelations,2,18,19,0.182735072034819
Age of Wonders: Planetfall - Star Kings,7,11,15,0.164037628486962
Age of Zombies,5,6,8,0.159801178870485
Ageless,10,8,12,0.135867944997816
Agent A: A Puzzle In Disguise,5,24,25,0.141884991444827
Agent Klutz,-11,8,3,0.1204974536407
Agents of Mayhem,9,11,18,0.16641156632778
Agents vs. Villain,-5,7,6,0.141546580496053
Ages of Mages: The last keeper,-28,15,3,0.181341937307042
Aggelos,29,21,37,0.185534872114997
Aggressive Inline,-21,20,11,0.120131477606569
Agony,-51,36,14,0.189642595360904
Aground,-22,23,12,0.194151852544085
AiRace Speed,-1,5,5,0.120574276200792
AiRace Xeno,0,3,3,9.71095021238936e-02
Aidyn Chronicles: The First Mage,-14,9,3,0.142835468698968
Air Battle Hockey 3D,-3,8,7,0.176181350847154
"Air Bounce - The Jump 'n' Run Challenge",-10,9,5,0.140110428946313
Air Conflicts Collection,-6,5,2,0.10486376262707
Air Conflicts Double Pack,5,4,7,0.12691005226398
Air Conflicts: Aces of World War II,2,3,4,0.108568881031919
Air Conflicts: Pacific Carriers,-12,17,15,0.134415230132379
Air Conflicts: Secret Wars,-39,28,11,0.15386465081791
Air Conflicts: Vietnam,-13,15,9,0.136579141346682
Air Conflicts: Vietnam Ultimate Edition,3,4,6,0.15225413694665
Air Guitar Warrior,-9,8,6,0.159774135014356
Air Hockey,-14,9,2,0.131371810716266
Air Mail,1,6,7,0.141559663745066
Air Marty,-9,6,2,0.120523066601557
Air Missions: HIND,-8,10,9,0.113848958707094
AirBlade,5,3,6,0.117254413626774
AirForce Delta Storm,-5,7,5,9.40115072318411e-02
AirForce Delta Strike,-8,7,4,0.13440527887685
AirMech Arena,11,5,10,0.176132289171253
Airborne Kingdom,-16,19,18,0.244306041860453
Airborne Troops: Countdown to D-Day,-15,9,2,0.1521446241967
Aircraft Evolution,8,15,18,0.135390946904702
Airheart: Tales of Broken Wings,5,15,18,0.142462272671469
Airplane Mode,-5,11,10,0.22513054992396
Airport Mania: First Flight,-6,5,3,0.115559389765584
Airport Simulator 2019,-9,6,2,0.106688289495426
Akai Katana,-1,7,5,0.149655278056952
Akane,-1,5,5,0.12379018821474
Akari by Nikoli,-3,5,3,0.120569156219635
Akash: Path of the Five,4,11,12,0.222500273179113
"Akiba's Beat",7,2,6,0.10671143197793
"Akiba's Trip: Undead & Undressed",-3,6,5,8.17181781277301e-02
Akihabara: Feel the Rhythm Remixed,11,5,12,0.154757525621997
Akimi Village,3,6,8,0.147002084963369
Akuatica: Turtle Racing,-8,8,5,0.150930138446034
Akuto: Showdown,-1,3,3,9.08367719933833e-02
Alan Wake,6,3,5,0.134421353453867
"Alan Wake's American Nightmare",7,5,8,0.169340282527489
Alan Wake: The Signal,-10,6,2,0.128403714245096
Alan Wake: The Writer,2,5,6,0.13443972204557
Alba: a Wildlife Adventure,12,9,16,0.142907843753428
Albedo: Eyes from Outer Space,9,11,15,0.157933082392294
Albert & Otto: The Adventure Begins,8,11,14,0.162229743696042
Alchemic Dungeons,-21,14,6,0.199041699353061
Alchemic Jousts,-24,19,9,0.158493497783445
"Alder's Blood",-3,11,10,0.107952010007782
Aldred - Knight of Honor,9,4,9,0.146964285236605
"Alekhine's Gun",-17,16,8,0.135116182213283
Aleste Collection,11,10,13,0.225097642615605
Alex Kidd in Miracle World,-2,3,2,6.26765265139084e-02
Alex Rider: Stormbreaker,-2,2,1,6.86622922458912e-02
Alfa Romeo Racing Italiano,-8,5,2,0.122153020930226
Alias,-3,8,7,0.100086617880156
Alice and You in the planet of numbers,-1,6,5,0.138756202681971
Alice in Wonderland,8,2,7,0.112088343157051
Alice: Madness Returns,-17,20,12,0.148945909553287
Alien Breed,5,5,8,0.144295838703067
Alien Breed 2: Assault,-3,7,8,8.33051233408966e-02
Alien Breed 3: Descent,-10,8,4,8.09033937224394e-02
Alien Breed: Evolution,-3,4,3,0.113864885709875
Alien Breed: Impact,4,4,7,0.12535797955558
Alien Chaos 3D,-6,9,5,0.16582929676966
Alien Crush Returns,-15,9,3,0.135767665408888
Alien Front Online,-2,3,2,8.86449594959785e-02
Alien Function,-5,8,7,0.154805385999987
Alien Havoc,6,3,6,0.122170707605325
Alien Hominid,1,8,10,0.119745526367193
Alien Hominid HD,-9,6,2,0.106688289495426
Alien Monster Bowling League,-9,9,6,0.173904864569571
Alien Rage,-29,18,10,0.146044657055299
Alien Resurrection,-6,6,3,0.118911005293413
Alien Spidy,-4,11,10,0.114428460714769
Alien Syndrome,-3,10,8,0.132217561256203
Alien Zombie Death,3,2,4,9.08299757588196e-02
Alien Zombie Megadeath,-7,6,4,0.135867660857333
Alien on the Run,-15,10,4,0.159704572641621
Alien: Isolation,-27,26,17,0.139768898188422
Alien: Isolation - Corporate Lockdown,-7,8,6,0.146981086315304
AlienCruise,-13,12,9,0.195161130714566
Alienation,-10,9,5,0.140110428946313
Alienators: Evolution Continues,-3,3,2,5.77830330476985e-02
Aliens Versus Predator: Extinction,-28,19,6,0.13577081063908
Aliens in the Attic,-8,8,6,9.29528589891158e-02
Aliens vs. Predator,15,5,12,0.101688341483171
Aliens vs. Predator: Requiem,-3,4,3,7.00733859528465e-02
Aliens: Colonial Marines,7,10,15,0.146316238921585
All Grown Up! Express Yourself,-2,4,3,0.104887307676511
All Star Cheer Squad,3,3,5,0.106740353025139
All Star Cheer Squad 2,0,5,5,0.115583426524869
All Star Karate,-2,3,2,5.11738293424621e-02
All Zombies Must Die!,-6,6,3,6.72085237646337e-02
All-Pro Football 2K8,4,10,12,0.148320564812218
All-Star Baseball 2002,-2,6,5,9.29653080883625e-02
All-Star Baseball 2003,0,12,12,8.86345117621141e-02
All-Star Baseball 2004,-4,10,10,0.106116408030358
All-Star Baseball 2004 featuring Derek Jeter,-11,7,2,0.126851667579438
All-Star Baseball 2005,-6,6,4,6.67187588936083e-02
All-Star Fruit Racing,9,16,21,0.155636702541203
"Allison's Diary: Rebirth",1,7,8,0.164656703330532
Almightree: The Last Dreamer,-1,2,2,7.14695786932763e-02
Almost There: The Platformer,-8,20,17,0.140143223865389
Alone With You,3,4,4,0.123785201249627
Alone in the Dark,-11,13,8,7.77716677946935e-02
Alone in the Dark: Inferno,5,6,10,0.159801178870485
Alone in the Dark: The New Nightmare,2,5,6,9.50547139054158e-02
Along Together,5,2,5,9.90925044111772e-02
Along the Edge,2,5,6,0.137331327382305
Alpaca Ball: Allstars,2,4,5,0.125365366082513
Alpha Invasion,-11,10,5,0.162195732333902
Alpha Mission,-1,6,5,0.141559663745066
Alpha Protocol,-5,12,9,0.136599475415939
Alphadia,-2,4,3,0.104887307676511
Alphadia Genesis,18,15,26,0.171246414921135
Alphaman,-2,5,6,0.137331327382305
Alt-Frequencies,3,4,6,0.126919780433573
Alt254,-1,9,12,0.178401114494989
Alter Echo,-8,11,9,0.142918640577565
Altered Beast,-2,7,8,9.15433528594836e-02
Altered Beast: Guardian of the Realms,0,2,3,7.41686073637029e-02
Alteric,-27,29,16,0.161384183883419
Alternate Jake Hunter: Daedalus - The Awakening of Golden Jazz,-23,28,21,0.172379362537983
Alundra,0,4,5,0.108571724005093
Alvastia Chronicles,-25,21,11,0.183206376522412
Alvin and the Chipmunks,9,5,8,0.116405347004846
Alvin and the Chipmunks: Chipwrecked,-2,11,10,0.109756761018754
Alvo,-6,10,9,0.17948393624081
"Alwa's Awakening",-11,24,19,0.158964238727655
"Alwa's Legacy",5,18,22,0.199683057815203
Always Sometimes Monsters,-11,9,5,0.16930747011877
Amairo Chocolate,6,6,8,0.177281213758253
Amazing Brick Breaker,-6,7,5,0.142921881162602
Amazing Cultivation Simulator,-6,6,4,0.128442169985475
Amazing Discoveries In Outer Space,-2,5,5,0.115580756020692
Amazing Island,-11,11,6,0.122963662571026
Amazing Princess Sarah,2,9,10,0.198222384003116
Ambition of the Slimes,-28,23,11,0.163351050510228
"America's Army: Rise of a Soldier",-7,7,4,0.126895458611235
"America's Army: True Soldiers",-9,8,4,0.123740309519328
"America's Greatest Game Shows: Wheel of Fortune & Jeopardy!",-15,15,9,0.138001999137236
American Bass Challenge,2,2,4,8.40956254935284e-02
American Chopper,-22,17,8,0.148259693575996
American Chopper 2: Full Throttle,-37,23,6,0.130881102965762
American Fugitive,-17,26,20,0.158129270411199
American Idol,-3,6,5,8.17181781277301e-02
American Mensa Academy,0,3,3,6.86600431991963e-02
American Truck Simulator: Utah,-3,8,6,0.157330961514767
Amnesia Collection,-48,35,22,0.20524047998066
Amnesia: Rebirth,-56,32,11,0.21226585398034
Among Us,5,5,8,0.138742855070918
Among the Sleep,-4,13,13,0.135879868991432
Among the Sleep: Enhanced Edition,-7,8,6,0.126895458611235
Amped 2,5,4,6,0.146993685864112
Amped 3,-6,7,5,0.16582929676966
Amped: Freestyle Snowboarding,0,5,5,0.128463796280561
Amplitude,-2,12,11,0.142926737660428
An Evil Existence,-18,12,5,0.168049882148516
An Interesting Journey of Monsieur PAF,0,5,6,0.122193443854495
AnShi,-24,16,7,0.216938660053899
Analog Party Sim,-17,11,5,0.180467074215948
Anamorphine,-14,9,3,0.145560385185495
Anarchy Reigns,-21,16,9,0.147601390272037
Anarchy: Rush Hour,-1,2,2,5.05320418612521e-02
Anarcute,-11,18,15,0.174474116396263
Ancestors Legacy,2,16,15,0.142003231221869
Ancestors: The Humankind Odyssey,3,13,16,0.130970142282805
Ancient Amuletor,-8,11,9,0.183798453007313
Ancient Amuletor: Into the Ice,-8,6,3,0.122153020930226
Ancient Enemy,-8,8,5,0.148303917933557
Ancients of Ooga,1,5,4,0.129983537157721
And 1 Streetball,0,8,7,8.17177846445437e-02
And Yet It Moves,10,5,10,0.14828518520138
Android Hunter A,-1,8,9,0.164656703330532
Angelo and Deemon: One Hell of a Quest,-1,4,4,0.106746136294301
Angels of Death,-27,21,16,0.162998836450971
Angels with Scaly Wings,-20,25,17,0.213436605855287
AngerForce: Reloaded,-28,28,20,0.178707241128526
"Angler's Club: Ultimate Bass Fishing 3D",-2,5,5,0.115580756020692
Angry Birds,1,2,3,5.77857033358591e-02
Angry Birds Star Wars,-82,44,16,0.174019999090027
Angry Birds Trilogy,-18,34,31,0.172203796813906
Angry Birds VR: Isle of Pigs,-4,7,6,0.161030224050964
Angry Bunnies,-19,8,2,0.169198049466043
Angry Bunnies: Colossal Carrot Crusade,-21,12,6,0.150239377879406
Angry Golf,-14,9,5,0.17042996187381
Angry Video Game Nerd Adventures,1,8,10,0.122712068723309
Angry Video Game Nerd I & II Deluxe,-2,10,9,0.112117404830744
Anima: Ark of Sinners,1,4,6,0.12379018821474
Anima: Gate of Memories,4,15,19,0.134423392494596
Anima: Gate of Memories - Arcane Edition,-8,6,3,0.13440527887685
Anima: Gate of Memories - The Nameless Chronicles,-21,20,10,0.153071756801956
Animal Crossing,11,3,7,0.149593390572081
Animal Crossing: City Folk,2,3,4,0.108568881031919
Animal Crossing: Happy Home Designer,-16,15,10,0.222417022886907
Animal Crossing: New Horizons,11,12,13,0.177819480584343
Animal Crossing: New Leaf,-9,5,1,0.106688289495426
Animal Crossing: New Leaf - Welcome Amiibo,1,2,3,5.77857033358591e-02
Animal Crossing: amiibo Festival,5,3,7,0.110348938740555
Animal Doctor,-4,7,6,0.145655776941831
Animal Fight Club,-6,9,7,0.16344265370528
Animal Force,-4,5,3,0.101062558447657
Animal Friends Adventure,-6,8,8,0.168182074799949
Animal Rescuer,9,4,9,0.144265888269578
Animal Super Squad,8,15,18,0.17164291643145
"Animaniacs: Lights, Camera, Action!",-3,5,4,0.113864885709875
Animaniacs: The Great Edgar Hunt,-7,8,5,0.109453363164077
Animated Jigsaws: Beautiful Japanese Scenery,2,5,5,0.153541594305781
Animated Jigsaws: Japanese Women,6,5,7,0.16344265370528
Animorphs: Shattered Reality,-9,6,2,0.120523066601557
Animus: Stand Alone,0,7,6,0.163459649377024
Ann Achronist: Many Happy Returns,-13,13,7,0.184820436795579
Anna: Extended Edition,-22,16,8,0.148259693575996
Anno 1800: Botanica,-5,7,5,0.132958153565089
Anno 1800: Bright Harvest,-5,5,3,0.120558915605004
Anno 1800: Land of Lions,3,2,3,9.91049631962976e-02
Anno 1800: Seat of Power,-3,5,3,0.120569156219635
Anno 1800: Sunken Treasure,3,3,6,0.102993438368837
Anno 1800: The Passage,2,2,3,8.86449594959785e-02
Anno History Collection,0,2,2,7.92895764597528e-02
Anode,-5,5,3,0.120558915605004
Anodyne,-33,30,16,0.153035465797864
Anodyne 2: Return to Dust,9,29,37,0.137548015140367
Anomaly 2,5,6,9,0.157323113850129
Anomaly: Warzone Earth,-1,13,16,0.155435659605071
Another Brick in the Mall,-2,2,1,6.86622922458912e-02
Another Dawn,-19,12,3,0.159638847012655
Another Eden,5,5,9,0.16464545545562
"Another Lost Phone: Laura's Story",1,5,7,0.102999432022053
Another Sight,4,19,22,0.148316865273828
Another World,-7,8,7,0.164634206812248
Another World: 20th Anniversary Edition,-12,22,21,0.116239249881434
Anoxemia,6,7,9,0.123773043394542
Ant Nation,-9,5,1,7.54533117748499e-02
AntVentor,-4,11,9,0.142925118280553
Antares,-8,6,4,0.13440527887685
Anthem,-17,24,18,0.190597713965836
Anthill,9,5,10,0.152217641450976
Antigraviator,8,8,10,0.142918640577565
Antiquia Lost,2,12,13,0.142926737660428
Antonball Deluxe,10,4,10,0.145611268565697
Antz Extreme Racing,-3,6,5,7.32696795740407e-02
Anubis II,5,5,7,9.60781641148435e-02
"Anyone's Diary",-16,9,3,0.168081103678214
Aokana - Four Rhythms Across the Blue,16,4,13,0.181566475746658
Apache Overkill,-3,4,3,7.00733859528465e-02
Apache: Air Assault,1,5,6,8.97406766306975e-02
Ape Escape,-4,4,4,0.134432834117803
Ape Escape 2,-9,5,1,7.54533117748499e-02
Ape Escape 3,0,4,4,9.08286996560125e-02
Ape Escape Academy,-4,4,2,6.86555484171418e-02
Ape Escape: On the Loose,-1,3,4,0.102999432022053
Ape Escape: Pumped & Primed,-5,5,2,9.90925044111772e-02
Ape Out,-6,9,6,0.12217575923018
Ape Quest,-7,6,3,0.113837774699667
Aperion Cyberstorm,-1,6,7,0.129983537157721
Apex,-1,3,4,0.12379018821474
Apex Construct,-9,7,6,0.159774135014356
Apex Legends,-29,43,35,0.146747597491834
Apocalipsis: The Tree of the Knowledge of Good and Evil,1,6,6,0.152258191461739
Apocryph: an old-school shooter,-13,14,8,0.193137288799682
Apollo 11 VR Experience,-1,3,3,9.08367719933833e-02
Apollo Justice: Ace Attorney,16,4,13,0.174953768934465
Apotheon,-3,3,2,9.91049631962976e-02
Apparition,-35,19,5,0.249572406904247
Apples to Apples,2,5,7,0.128461393538675
Applewood,2,2,3,9.29719498609099e-02
Apsulov: End of Gods,-16,8,2,0.145528574038309
Aqua,0,5,6,0.150962855994381
Aqua Aqua,-6,4,1,8.86170990538679e-02
Aqua Kitty UDX,9,12,14,0.164033865870169
Aqua Kitty: Milk Mine Defender DX,-4,6,5,0.12535797955558
Aqua Lungers,6,2,5,0.112107617698791
Aqua Moto Racing 3D,-1,5,5,0.132972081840243
Aqua Moto Racing Utopia,15,16,27,0.134778946731242
Aqua Panic,-3,13,11,0.249948100737259
Aqua TV,1,7,7,0.127684148285281
Aqua Teen Hunger Force Zombie Ninja Pro-Am,6,3,6,0.122170707605325
AquaPazza: AquaPlus Dream Match,-2,5,5,0.153541594305781
AquaSpace,-1,4,4,0.12379018821474
Aquadine,-3,10,9,0.184887227395274
Aquaman: Battle for Atlantis,-23,19,12,0.175551498787904
Aquanox Deep Descent,-3,6,4,0.132967439243968
Aquattack!,-1,4,4,0.12379018821474
Ar nosurge: Ode to an Unborn Star,12,3,8,0.153471218180913
Ar tonelico II: Melody of Metafalica,5,4,9,0.132958153565089
Ar tonelico Qoga: Knell of Ar Ciel,4,4,7,0.12535797955558
Ar tonelico: Melody of Elemia,-1,7,7,0.152258191461739
Ara Fell: Enhanced Edition,-27,29,18,0.178343150838213
Aragami,4,5,7,0.179492534644398
Aragami: Nightfall,-8,8,6,0.142906762753382
Aragami: Shadow Edition,-6,19,23,0.150071034956239
Arc Apellago,-7,6,4,0.135867660857333
Arc Rise Fantasia,-2,7,9,0.148335133896759
Arc of Alchemist,11,20,27,0.222914498291149
Arc the Lad Collection,1,3,3,0.106746136294301
Arc the Lad: End of Darkness,-10,9,3,0.131428187421239
Arc the Lad: Twilight of the Spirits,9,2,6,0.123740309519328
"Arca's Path VR",0,7,7,0.175066644621239
Arcade Air Hockey & Bowling,7,3,8,0.117238618063623
Arcade Archives: 10-Yard Fight,17,3,10,0.154673734325546
Arcade Archives: Bomb Jack,8,4,7,0.150930138446034
Arcade Archives: Bubble Bobble,7,6,8,0.162229983159101
Arcade Archives: Buta San,-1,6,7,0.120574276200792
Arcade Archives: City Connection,-8,6,2,0.112088343157051
Arcade Archives: Cosmo Police Galivan,-10,6,3,0.140110428946313
Arcade Archives: Crazy Climber,-17,17,11,0.231919036588748
Arcade Archives: Crazy Climber 2,-16,11,3,0.153414894036763
Arcade Archives: Donkey Kong,-2,3,2,6.26765265139084e-02
Arcade Archives: Donkey Kong Jr.,1,6,8,0.147006284333044
Arcade Archives: Double Dragon,-8,15,13,0.224242766399932
Arcade Archives: Double Dragon II - The Revenge,-2,3,2,8.86449594959785e-02
Arcade Archives: Excitebike,7,7,10,0.157311341619129
Arcade Archives: Exerion,-4,7,5,0.142932679047279
Arcade Archives: Haunted Castle,-24,15,6,0.197999586002149
Arcade Archives: Heroic Episode,-2,12,11,0.198222384003116
Arcade Archives: Ikki,0,4,5,0.122193443854495
Arcade Archives: In the Hunt,2,10,9,0.209779029507846
Arcade Archives: Kid Niki Radical Ninja,-2,10,10,0.192183635279362
"Arcade Archives: Kid's HoreHore Daisakusen",-3,5,5,0.123785201249627
Arcade Archives: Life Force,0,4,6,0.104890250436074
Arcade Archives: MagMax,8,2,7,0.108526227497305
Arcade Archives: Mario Bros.,0,3,3,0.101074774398197
Arcade Archives: Mat Mania Exciting Hour,2,4,4,0.128461393538675
Arcade Archives: Moon Patrol,3,9,10,0.205041052042927
Arcade Archives: Ninja-Kid,-9,12,8,0.186970665138508
Arcade Archives: Ninja-Kid II,-1,3,3,9.08367719933833e-02
Arcade Archives: Nova 2001,0,9,13,0.181675242973903
Arcade Archives: Punch-Out!,10,5,9,0.163412434813213
Arcade Archives: Rod Land,9,5,8,0.16698903577862
Arcade Archives: Saboten Bombers,-3,5,4,0.113864885709875
Arcade Archives: Scramble,-7,7,3,0.132944223830701
Arcade Archives: Shanghai III,1,3,4,9.91111920015578e-02
Arcade Archives: Sky Skipper,3,4,5,0.100086617880156
"Arcade Archives: Solomon's Key",-2,6,7,0.163457761056319
Arcade Archives: Star Force,-20,18,9,0.227606397589391
Arcade Archives: Sunset Riders,15,9,13,0.225061987601884
Arcade Archives: Super Punch-Out!!,-4,7,5,0.142932679047279
Arcade Archives: Terra Cresta,8,6,10,0.165816266972557
Arcade Archives: The Legend of Kage,-6,6,4,0.115559389765584
Arcade Archives: Track & Field,-3,6,5,0.141555302796419
Arcade Archives: Traverse USA,2,9,13,0.165844186712832
Arcade Archives: TwinBee,4,6,9,0.148328891229673
Arcade Archives: Vs. Castlevania,-1,5,5,0.135894919573265
Arcade Archives: Vs. Ice Climber,9,5,11,0.146964285236605
Arcade Archives: Vs. Super Mario Bros.,5,15,16,0.243573736874318
Arcade Archives: Zero Team,0,9,8,0.190129725127898
Arcade Classics 3D,-22,11,4,0.185749580965056
Arcade Classics Anniversary Collection,-12,15,10,0.10580047525859
Arcade Darts,12,2,9,0.125279162836342
Arcade Essentials,-9,7,3,8.5232639103209e-02
Arcade Essentials Evolution,3,2,3,9.91049631962976e-02
Arcade Game Series 3-in-1 Pack,-2,2,1,6.86622922458912e-02
Arcade Game Series: Galaga,3,4,6,0.13589037683366
Arcade Game Series: Pac-Man,4,4,7,0.137324584491782
Arcade Islands: Volume One,-8,15,14,0.17391662087462
Arcade Spirits,10,21,25,0.180199250858982
Arcade Sports,-9,5,1,0.106688289495426
Arcade Zone,-7,7,3,0.135867660857333
Arcadia,-3,4,3,9.91049631962976e-02
Arcaea,0,9,10,0.202149548796393
Arcana Heart,-4,6,4,0.142932679047279
Arcana Heart 3,-11,8,4,0.135826762526285
Arcana Heart 3: LOVE MAX!!!!!,0,5,5,0.142941316767731
Arcania: Gothic 4,-2,5,5,0.128461393538675
Arcania: The Complete Tale,-6,11,11,0.138738125790678
Arcante,-9,8,5,0.154777469244699
Archaica: The Path Of Light,3,11,14,0.14898216348494
Archangel,-1,7,7,0.147006284333044
ArcheAge: Unchained,-2,2,1,6.86622922458912e-02
"Archer Maclean's Mercury",3,5,6,0.144304394828022
"Archibald's Adventures",1,2,3,5.77857033358591e-02
Archlion Saga,-7,8,6,0.169340282527489
"Arctic Adventures: Polar's Puzzles",2,3,5,0.101071720548981
Arctic Tale,3,3,5,0.110360126770619
Arctic Thunder,-4,6,6,9.29628184018827e-02
Are You Smarter Than a 5th Grader: Make the Grade,-10,10,6,0.122165655275298
Are You Smarter Than a 5th Grader? Make the Grade,-2,4,3,0.104887307676511
Are You Smarter than a 5th Grader? Game Time,-2,7,7,0.106735651971111
Area 51,-44,28,14,0.172688926400084
Area 86,-12,15,11,0.118908410201473
Areia,0,3,3,0.115583426524869
Arena Football,14,8,15,0.144268832469266
Arena Football: Road to Glory,3,3,5,0.123785201249627
Arena of Valor,2,4,5,0.112129641689515
Argonus and the Gods of Stone,-6,6,3,0.134421353453867
"Arida: Backland's Awakening",-5,7,4,0.152246027592542
Arise: A Simple Story,3,16,17,0.138738032551246
"Aritana and the Harpy's Feather",-3,6,5,0.157330961514767
Aritana and the Twin Masks,-3,6,7,0.132967439243968
Arizona Sunshine,-15,15,10,0.219761994923197
Arkadian Warriors,3,4,5,0.141555302796419
