Game,StdDev_Sentiment,TotalNegative,TotalPositive,StdDev_ContainWord
"The Lord of the Rings: Aragorn's Quest",-18,42,40,0.131087300791693
The Lord of the Rings: Conquest,0,8,8,7.92778959013954e-02
The Lord of the Rings: Tactics,2,10,12,0.129970770518476
The Lord of the Rings: The Battle for Middle-Earth II,0,4,4,7.92817888472546e-02
The Lord of the Rings: The Fellowship of the Ring,10,34,44,0.146087760047154
The Lord of the Rings: The Return of the King,12,26,32,0.107643042519515
The Lord of the Rings: The Third Age,20,10,20,0.11209867266417
The Lord of the Rings: The Two Towers,14,30,40,0.137783997896486
The Lord of the Rings: War in the North,0,8,8,7.92778959013954e-02
The Lost Bear,20,8,16,0.148270621022667
The Lost Child,0,8,8,7.92778959013954e-02
The Lost Cube,-4,6,4,8.86362530225011e-02
The Lost Legends of Redwall : The Scout,0,4,4,7.92817888472546e-02
The Lost Legends of Redwall: The Scout,0,4,4,7.92817888472546e-02
The Lost Light of Sisu,0,4,4,7.92817888472546e-02
The Lost Vikings,6,4,8,9.08210546788237e-02
The Low Road,-30,22,12,0.206847640090502
"The Mage's Tale",0,4,4,7.92817888472546e-02
The Magic Circle: Gold Edition,0,8,8,7.92778959013954e-02
The Magic Hammer,0,4,4,7.92817888472546e-02
The Magic Obelisk,0,4,4,7.92817888472546e-02
The Man With The Ivory Cane,0,4,4,7.92817888472546e-02
The Marbians,0,4,4,7.92817888472546e-02
The Mark of Kri,-14,14,6,0.132931166400641
The Martian VR Experience,0,4,4,7.92817888472546e-02
The Matrix: Path of Neo,0,14,14,0.123772575305363
The Maw,0,4,4,7.92817888472546e-02
The Medium,6,16,18,0.129205819044913
The Men of Yoshiwara: Kikuya,-4,6,4,8.86362530225011e-02
The Men of Yoshiwara: Ohgiya,-4,6,4,8.86362530225011e-02
The Messenger,0,12,12,7.92765983802061e-02
The Messenger: Picnic Panic,4,12,16,0.145647827621502
The Metronomicon: Slay the Dance Floor,0,8,8,7.92778959013954e-02
The Midnight Sanctuary,0,8,8,7.92778959013954e-02
The Mims Beginning,0,4,4,7.92817888472546e-02
The Misadventures of P.B. Winterbottom,0,4,4,7.92817888472546e-02
The Missing: JJ Macfield and the Island of Memories,0,12,12,7.92765983802061e-02
The Monkey King: The Legend Begins,0,4,4,7.92817888472546e-02
The Mooseman,0,12,12,7.92765983802061e-02
The Mummy,-2,10,10,8.52465546445189e-02
The Mummy Demastered,10,16,20,0.106727379204817
The Mummy Returns,-4,10,10,0.128448776400351
The Mummy: Tomb of the Dragon Emperor,-34,32,24,0.162799362370537
The Munchables,8,12,14,0.158555792567332
The Muppets: On With The Show!,0,4,4,7.92817888472546e-02
The Mysterious Case of Dr. Jekyll and Mr. Hyde,0,4,4,7.92817888472546e-02
The Mysterious Cities of Gold: Secret Paths,0,8,8,7.92778959013954e-02
The Mystery of Whiterock Castle,0,4,4,7.92817888472546e-02
The Mystery of Woolley Mountain,0,4,4,7.92817888472546e-02
The Next Penelope,8,6,10,0.112110370934242
The Next Space,0,4,4,7.92817888472546e-02
The Next Tetris: On-line Edition,24,8,18,0.155995155643623
The Night Fisherman,0,4,4,7.92817888472546e-02
The Nightmare of Druaga,4,4,8,8.40873658436049e-02
The Ninja Saviors: Return of the Warriors,30,8,20,0.121333237411068
The Occupation,0,8,8,7.92778959013954e-02
The Office Quest,0,8,8,7.92778959013954e-02
The One We Found,0,4,4,7.92817888472546e-02
The Onion Knights,-4,6,4,8.86362530225011e-02
The Operative: No One Lives Forever,4,4,6,8.86362530225011e-02
The Orange Box,18,16,28,0.12611797427029
The Order: 1886,0,4,4,7.92817888472546e-02
The Otterman Empire,24,14,22,0.107329522662552
The Outer Worlds,6,22,24,9.85977773726829e-02
The Outer Worlds: Murder on Eridanos,6,32,46,0.139674075461232
The Outer Worlds: Peril on Gorgon,-20,44,36,0.128437964656167
The Outfit,0,6,8,9.29661379690391e-02
The Padre,0,12,12,7.92765983802061e-02
The Pale City,0,4,4,7.92817888472546e-02
The Park,-50,36,18,0.133892094373419
The Path of Go,20,6,14,0.145596967012005
The Path of Motus,0,8,8,7.92778959013954e-02
The Pathless,24,12,22,0.101046016576943
"The Peanuts Movie: Snoopy's Grand Adventure",26,12,26,9.90811294741122e-02
The Pedestrian,12,22,26,0.121094456226839
The Perplexing Orb,0,4,4,7.92817888472546e-02
The Persistence,0,16,16,7.92759496435017e-02
The Persistence VR,10,4,8,0.106718302927643
The Phantom Thief Stina and 30 Jewels,0,4,4,7.92817888472546e-02
The Pierhead Arcade,6,8,12,0.135877030040244
The Pillar,0,4,4,7.92817888472546e-02
The Pillar: Puzzle Escape,-4,10,8,8.40859892616487e-02
The Pinball Arcade,32,28,42,0.100401225037783
The Pinball Arcade - Doctor Who: Master of Time,-4,6,4,8.86362530225011e-02
The Pinball Arcade: Season 2,0,4,4,7.92817888472546e-02
The Pinball Arcade: Stern Table Pack 1,0,4,4,7.92817888472546e-02
The Pinball of the Dead,0,4,4,7.92817888472546e-02
The Pit: Infinity,0,4,4,7.92817888472546e-02
The Playroom VR,-6,10,6,0.123773043394542
The Polar Express,0,18,20,0.120010910578738
The Political Machine 2020,-4,6,4,8.86362530225011e-02
The Powerpuff Girls: Chemical X-Traction,6,8,18,0.149636454680403
The Powerpuff Girls: Mojo Jojo A-Go-Go,-8,10,6,0.112110370934242
The Powerpuff Girls: Relish Rampage,-4,22,20,0.132952493033856
The Price Is Right: 2010 Edition,0,4,4,7.92817888472546e-02
The Price Is Right: Decades,42,8,26,0.184688695930893
The Price is Right,0,4,4,7.92817888472546e-02
The Princess Guide,0,8,8,7.92778959013954e-02
The Princess and the Frog,0,4,4,7.92817888472546e-02
The Procession to Calvary,14,8,16,0.149615829820078
The Proud Family,0,4,4,7.92817888472546e-02
The Punisher,0,6,6,9.7099964285426e-02
The Punisher (2005),-16,14,12,0.165799980937359
The Punisher: No Mercy,0,4,4,7.92817888472546e-02
The Quiet Collection,0,4,4,7.92817888472546e-02
The Quiet Man,-6,8,6,9.90952293689209e-02
The Raven - Legacy of a Master Thief Episode 1,0,4,4,7.92817888472546e-02
The Raven - Legacy of a Master Thief Episode 2,0,4,4,7.92817888472546e-02
The Raven - Legacy of a Master Thief Episode 3,0,4,4,7.92817888472546e-02
The Raven Remastered,24,14,24,0.109742234452068
The Raven: Legacy of a Master Thief,0,4,4,7.92817888472546e-02
The Red Lantern,8,10,16,9.50476116276648e-02
The Red Star,12,12,20,0.113848111683556
The Red Strings Club,26,4,16,0.138649123335239
The Revenant Prince,0,4,4,7.92817888472546e-02
The Revenge of Shinobi,0,4,4,7.92817888472546e-02
The Ripping Friends,0,4,4,7.92817888472546e-02
The Rivers of Alice (Extended Version),0,4,4,7.92817888472546e-02
The Room,0,4,4,7.92817888472546e-02
The Room 4: Old Sins,12,6,12,0.122158708321536
The Room VR: A Dark Matter,10,14,18,0.111232187323482
The Saboteur,-2,20,20,0.138026524764434
The Santa Clause 3: The Escape Clause,0,4,4,7.92817888472546e-02
"The Savior's Gang",0,4,4,7.92817888472546e-02
The Scorpion King: Rise of the Akkadian,6,8,10,8.97345507848404e-02
The Scorpion King: Sword of Osiris,0,4,4,7.92817888472546e-02
The Sealed Ampoule,-4,6,4,8.86362530225011e-02
The Secret Order: Return to the Buried Kingdom,0,4,4,7.92817888472546e-02
The Secret Order: Shadow Breach,0,8,8,7.92778959013954e-02
The Secret Saturdays: Beasts of the 5th Sun,0,12,12,7.92765983802061e-02
The Secret of Monkey Island: Special Edition,4,16,18,0.126905946311744
The Secrets of Jesus,20,6,14,0.14009666767054
The Sekimeiya: Spun Glass,0,4,4,7.92817888472546e-02
The Serious Sam Collection,0,4,4,7.92817888472546e-02
The Seven Deadly Sins: Knights of Britannia,-6,8,6,9.90952293689209e-02
The Sexy Brutale,-8,16,12,8.56269113599187e-02
The Shadow You,0,4,4,7.92817888472546e-02
The Shapeshifting Detective,0,12,12,7.92765983802061e-02
The Shattering,0,4,4,7.92817888472546e-02
The Shield: The Game,-4,16,14,0.168180236618445
The Shoot,0,4,4,7.92817888472546e-02
The Shrouded Isle,-4,6,4,8.86362530225011e-02
The Signifier,2,6,8,9.91014575624044e-02
"The Signifier: Director's Cut",0,4,4,7.92817888472546e-02
The Silent Hill Experience,0,4,4,7.92817888472546e-02
The Silver Case,-12,12,8,0.128429554735237
The Simpsons Arcade Game,-10,18,16,0.12297268126451
The Simpsons Game,2,40,42,0.124401997497841
The Simpsons Road Rage,2,32,32,0.13967456638329
The Simpsons Skateboarding,-12,12,8,0.128429554735237
The Simpsons Wrestling,4,4,6,8.86362530225011e-02
The Simpsons: Hit & Run,0,22,26,0.121097004305303
The Simpsons: Road Rage,12,4,10,0.104853463185644
The Sims,-14,24,18,0.102979243905541
The Sims 2,6,24,30,9.16821483439657e-02
The Sims 2: Castaway,50,24,46,0.152198583473416
The Sims 2: Pets,50,24,50,0.111744415335192
The Sims 3,-4,18,16,8.17155424893264e-02
The Sims 3: Pets,-22,26,16,0.102973251039615
The Sims 4,-12,16,12,0.115560391495404
The Sims 4: Cats & Dogs,0,8,8,7.92778959013954e-02
The Sims 4: Courtyard Oasis Kit,0,4,4,7.92817888472546e-02
The Sims 4: Discover University,0,4,4,7.92817888472546e-02
The Sims 4: Eco Lifestyle,-22,16,6,0.138675830069678
The Sims 4: Get Famous,0,4,4,7.92817888472546e-02
The Sims 4: Island Living,-10,18,14,9.50470479704796e-02
The Sims 4: Moschino Stuff Pack,0,4,4,7.92817888472546e-02
The Sims 4: Nifty Knitting,0,4,4,7.92817888472546e-02
The Sims 4: Paranormal Stuff Pack,0,4,4,7.92817888472546e-02
The Sims 4: Realm of Magic,-8,8,4,9.70872507057596e-02
The Sims 4: Snowy Escape,-2,12,10,0.129970770518476
The Sims 4: Star Wars - Journey to Batuu,0,12,12,7.92765983802061e-02
The Sims 4: Tiny Living,-4,6,4,8.86362530225011e-02
"The Sims Bustin' Out",4,20,24,0.115564211214416
The Sinking City,0,24,24,7.92753009227233e-02
The Sky Crawlers: Innocent Aces,0,4,4,7.92817888472546e-02
The Skylia Prophecy,0,12,12,7.92765983802061e-02
The Sly Collection,0,4,4,7.92817888472546e-02
The Smurfs 2,0,12,12,7.92765983802061e-02
The Smurfs: Dance Party,-36,24,14,0.192036242687038
The Snake King,0,4,4,7.92817888472546e-02
The Sojourn,0,12,12,7.92765983802061e-02
The Solitaire Conspiracy,8,12,20,0.142918640577565
The Solus Project,0,8,8,7.92778959013954e-02
The Sopranos: Road to Respect,0,4,4,7.92817888472546e-02
The Sorrowvirus: A Faceless Short Story,0,4,4,7.92817888472546e-02
The Space in Between,0,4,4,7.92817888472546e-02
The Spectrum Retreat,0,12,12,7.92765983802061e-02
The Spiderwick Chronicles,0,12,12,7.92765983802061e-02
The Splatters,0,4,4,7.92817888472546e-02
The SpongeBob SquarePants Movie,6,34,40,0.121769540972835
The Starship Damrey,0,4,4,7.92817888472546e-02
The Station,0,8,8,7.92778959013954e-02
The Stillness of the Wind,0,4,4,7.92817888472546e-02
The Stonecutter,0,4,4,7.92817888472546e-02
The Story Goes On,0,4,4,7.92817888472546e-02
The StoryTale,0,4,4,7.92817888472546e-02
The Stretchers,0,4,4,7.92817888472546e-02
The Suffering,0,10,12,9.50508580664541e-02
The Suffering: Ties That Bind,12,12,16,0.117247667913825
The Suicide of Rachel Foster,0,12,12,7.92765983802061e-02
The Sum of All Fears,-14,14,8,9.80917577657812e-02
The Sun and Moon,0,8,8,7.92778959013954e-02
The Supper,0,4,4,7.92817888472546e-02
The Surge,0,8,8,7.92778959013954e-02
The Surge 2,4,12,14,8.25132841977151e-02
The Surge 2: Kraken,0,12,12,7.92765983802061e-02
The Surge: A Walk in the Park,-4,10,8,8.40859892616487e-02
"The Surge: The Good, the Bad, and the Augmented",0,4,4,7.92817888472546e-02
The Survivalists,2,30,28,0.110791464223906
The Swapper,24,16,26,9.70856620935501e-02
The Swindle,0,22,24,9.18968641077454e-02
The Swords of Ditto,0,4,4,7.92817888472546e-02
"The Swords of Ditto: Mormo's Curse",0,8,8,7.92778959013954e-02
The TakeOver,2,14,20,0.167009594826472
The Tale of Despereaux,0,8,8,7.92778959013954e-02
The Tale of Doris and the Dragon - Episode 2,0,4,4,7.92817888472546e-02
The Tales of Bearsworth Manor: Chaotic Conflicts,0,4,4,7.92817888472546e-02
The Tales of Bearsworth Manor: Puzzling Pages,0,4,4,7.92817888472546e-02
The Taller I Grow,0,4,4,7.92817888472546e-02
The Talos Principle: Deluxe Edition,-2,16,14,8.63895710166936e-02
The Technomancer,0,8,8,7.92778959013954e-02
The Terminator: Dawn of Fate,-10,20,22,0.138023171329955
The Testament of Sherlock Holmes,6,14,14,0.119738358027449
The Thing,0,8,8,7.92778959013954e-02
The Three Musketeers: One for All!,4,8,10,0.137317839062538
The Three Stooges,8,4,10,9.29528589891158e-02
The Tiny Bang Story,0,4,4,7.92817888472546e-02
The Tomb Raider Trilogy,0,4,4,7.92817888472546e-02
The Tomorrow Children,0,4,4,7.92817888472546e-02
The Touryst,0,14,14,8.56285129256561e-02
The Tower SP,0,4,4,7.92817888472546e-02
The Tower of Beatrice,0,4,4,7.92817888472546e-02
The Town of Light,0,8,8,7.92778959013954e-02
The Trail: Frontier Challenge,-4,6,4,8.86362530225011e-02
The Trash Pack,0,4,4,7.92817888472546e-02
The Treasures of Montezuma,0,4,4,7.92817888472546e-02
The Trials of Topoq,0,4,4,7.92817888472546e-02
The Turing Test,0,24,24,0.114425913538125
The Typing of the Dead,0,4,4,7.92817888472546e-02
The Uncertain: Light at the End,6,10,16,0.157315508883829
The UnderGarden,0,8,8,7.92778959013954e-02
The Unexpected Quest,8,12,16,0.108552887187491
The Unfinished Swan,-2,14,14,8.93693995057017e-02
The Unholy Society,24,16,26,0.144268699971764
The Urbz: Sims in the City,38,28,48,0.126502188813539
The Vanishing of Ethan Carter,0,12,12,7.92765983802061e-02
"The Very Hungry Caterpillar's ABCs",0,4,4,7.92817888472546e-02
The VideoKid,0,12,12,7.92765983802061e-02
The Voice,0,4,4,7.92817888472546e-02
The Voice: I Want You,-14,16,12,0.112980021821811
"The Wake: Mourning Father, Mourning Mother",0,4,4,7.92817888472546e-02
The Walker,0,4,4,7.92817888472546e-02
The Walking Dead Onslaught,-16,16,8,9.90849138078296e-02
The Walking Dead: 400 Days,10,14,22,0.118084061970294
The Walking Dead: A Telltale Games Series,0,8,8,7.92778959013954e-02
The Walking Dead: A Telltale Games Series - The Complete First Season,0,4,4,7.92817888472546e-02
The Walking Dead: Episode 1 - A New Day,28,14,30,0.137285812571242
The Walking Dead: Episode 2 - Starved for Help,0,8,8,7.92778959013954e-02
The Walking Dead: Episode 3 - Long Road Ahead,0,8,8,7.92778959013954e-02
The Walking Dead: Episode 4 - Around Every Corner,0,12,12,0.106731133747967
The Walking Dead: Episode 5 - No Time Left,0,8,8,7.92778959013954e-02
The Walking Dead: Michonne - A Telltale Miniseries,0,8,8,7.92778959013954e-02
The Walking Dead: Michonne - Episode 1: In Too Deep,-4,16,14,0.117252931380508
The Walking Dead: Michonne - Episode 2: Give No Shelter,-10,12,8,9.40068910177885e-02
The Walking Dead: Michonne - Episode 3: What We Deserve,-10,14,10,0.102022261068203
The Walking Dead: Saints & Sinners,-6,18,16,0.112986849626279
The Walking Dead: Season Two - A Telltale Games Series,14,16,22,0.10424293966086
The Walking Dead: Season Two Episode 1 - All That Remains,-4,10,8,8.40859892616487e-02
The Walking Dead: Season Two Episode 2 - A House Divided,0,8,8,7.92778959013954e-02
"The Walking Dead: Season Two Episode 3 - In Harm's Way",14,10,14,0.112980021821811
The Walking Dead: Season Two Episode 4 - Amid the Ruins,0,8,8,7.92778959013954e-02
The Walking Dead: Season Two Episode 5 - No Going Back,0,14,16,0.126906554184726
The Walking Dead: Survival Instinct,24,12,24,9.84203529688169e-02
The Walking Dead: The Complete First Season,-4,12,12,0.118920088263882
The Walking Dead: The Telltale Definitive Series,8,14,18,9.15392327046831e-02
The Walking Dead: The Telltale Series - A New Frontier,0,8,8,7.92778959013954e-02
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,-22,18,10,0.112967730733829
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,-40,26,12,0.135818681376505
The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,0,8,8,7.92778959013954e-02
The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,-54,38,16,0.160315432373725
The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,0,8,8,7.92778959013954e-02
The Walking Dead: The Telltale Series - The Final Season,10,18,26,0.113850464358355
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,24,14,24,0.109742234452068
The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,8,20,22,0.110938803089237
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,18,20,30,0.12481837286053
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,0,12,12,7.92765983802061e-02
The Walking Dead: The Telltale Series Collection,0,8,8,7.92778959013954e-02
The Walking Vegetables: Radical Edition,6,16,20,9.50484908071797e-02
"The Wanderer: Frankenstein's Creature",-4,10,8,8.40859892616487e-02
The War of the Worlds,-4,6,4,8.86362530225011e-02
The Wardrobe,20,18,28,0.14427458173538
The Wardrobe: Even Better Edition,0,4,4,7.92817888472546e-02
The Warlock of Firetop Mountain: Goblin Scourge Edition!,0,4,4,7.92817888472546e-02
The Warriors,-24,28,20,0.10392496668807
The Warriors: Street Brawl,-10,18,18,0.159785483621331
The Way,0,4,4,7.92817888472546e-02
The Way Remastered,0,4,4,7.92817888472546e-02
The Weakest Link,-8,12,10,0.134419630480378
The White Door,4,8,12,0.115569403984519
The Wild,0,4,4,7.92817888472546e-02
The Wild At Heart,0,6,6,9.7099964285426e-02
The Wild Case,0,4,4,7.92817888472546e-02
The Wild Eight,-4,14,12,8.25132841977151e-02
The Wild Thornberrys Movie,0,4,4,7.92817888472546e-02
The Wild Thornberrys: Chimp Chase,0,4,4,7.92817888472546e-02
The Wind Road (fhyx),0,4,4,7.92817888472546e-02
The Wind and Wilting Blossom,-4,6,4,8.86362530225011e-02
The Witch and the Hundred Knight,-20,18,14,0.168136192121947
The Witch and the Hundred Knight 2,0,4,4,7.92817888472546e-02
The Witch and the Hundred Knight: Revival Edition,0,4,4,7.92817888472546e-02
The Witcher 2: Assassins of Kings,0,4,4,7.92817888472546e-02
The Witcher 3: Wild Hunt,16,18,22,0.144279393909081
The Witcher 3: Wild Hunt - Blood and Wine,30,12,30,0.122941311402271
The Witcher 3: Wild Hunt - Complete Edition,-2,8,6,9.91014575624044e-02
The Witcher 3: Wild Hunt - Hearts of Stone,4,12,12,9.90965914183067e-02
The Witness,0,8,8,7.92778959013954e-02
The Wizard and The Slug,0,4,4,7.92817888472546e-02
The Wizards - Dark Times,0,4,4,7.92817888472546e-02
The Wizards: Enhanced Edition,6,4,8,9.08210546788237e-02
The Wolf Among Us,2,20,24,8.80774518930017e-02
The Wolf Among Us: Episode 1 - Faith,12,10,14,0.106724628550646
The Wolf Among Us: Episode 2 - Smoke and Mirrors,-10,14,10,0.102022261068203
The Wolf Among Us: Episode 3 - A Crooked Mile,0,8,8,7.92778959013954e-02
"The Wolf Among Us: Episode 4 - In Sheep's Clothing",0,8,8,7.92778959013954e-02
The Wolf Among Us: Episode 5 - Cry Wolf,0,8,8,7.92778959013954e-02
The Wonderful 101,0,4,4,7.92817888472546e-02
The Wonderful 101: Remastered,-20,28,22,0.116684647861111
The World Ends with You: Final Remix,0,4,4,7.92817888472546e-02
The World II Hunting BOSS,0,4,4,7.92817888472546e-02
The World Next Door,18,10,18,0.157280194778466
The X-Files: Resist or Serve,-18,24,18,0.230265648463346
The Yakuza Remastered Collection,0,12,12,7.92765983802061e-02
The Z Axis: Continuum,0,4,4,7.92817888472546e-02
The friends of Ringo Ishikawa,10,8,12,9.40068910177885e-02
Thea: The Awakening,22,16,28,0.112687252073662
Theatre Tales,0,4,4,7.92817888472546e-02
Theatrhythm Final Fantasy,0,4,4,7.92817888472546e-02
Theatrhythm Final Fantasy: Curtain Call,0,4,4,7.92817888472546e-02
"Them's Fightin' Herds",0,4,4,7.92817888472546e-02
Theme Park Roller Coaster,10,4,8,0.106718302927643
Theme Park Simulator,-16,12,4,0.115529342950101
There Came an Echo,0,4,4,7.92817888472546e-02
There is no game : Jam Edition 2015,8,6,8,0.108549689155063
There is no game : Wrong dimension,20,12,20,0.12842985595127
Theseus,-2,10,10,0.120562433714273
Thetaball,0,4,4,7.92817888472546e-02
Thexder NEO,8,8,12,9.08208422048834e-02
They Are Billions,16,14,24,9.57298578033235e-02
They Bleed Pixels,0,4,4,7.92817888472546e-02
Thief,-8,24,22,9.60753031670269e-02
Thief Simulator,-8,20,20,0.122172917236253
Thief Town,0,8,8,7.92778959013954e-02
Thief of Thieves: Season One,-4,10,8,8.40859892616487e-02
Thief: Deadly Shadows,-22,18,6,0.132889372542762
Thimbleweed Park,22,16,26,0.109145862947575
Things on Wheels,28,4,18,0.137209923654484
Think of the Children,0,12,12,7.92765983802061e-02
This Is the Police,20,8,16,0.10671306277626
This Strange Realm Of Mine,0,4,4,7.92817888472546e-02
This War of Mine: Complete Edition,0,4,4,7.92817888472546e-02
This War of Mine: The Little Ones,-16,18,16,0.137304354495676
This is the Police,0,4,4,7.92817888472546e-02
This is the Police 2,0,12,12,7.92765983802061e-02
This is the Zodiac Speaking,0,16,16,7.92759496435017e-02
Thomas Was Alone,-18,40,34,0.111054293284928
Thomas and Friends: Steaming Around Sodor,-4,8,6,0.104877005922553
Thor: God of Thunder,-36,42,28,0.134407291165257
Thorium Wars: Attack of the Skyfighter,0,4,4,7.92817888472546e-02
Those Who Remain,12,12,22,8.56249093606207e-02
Thousand Threads,0,4,4,7.92817888472546e-02
Three Fourths Home: Extended Edition,-4,36,38,0.14291768031174
Threes!,8,10,16,0.161014408088243
Thrillville,0,14,14,8.56285129256561e-02
Thrillville: Off the Rails,-4,28,32,0.112985441297575
Thronebreaker: The Witcher Tales,8,28,32,0.131464322584896
Through the Darkest of Times,-8,22,18,8.52437831673017e-02
Through the Woods,0,8,8,7.92778959013954e-02
Throw Anything,0,4,4,7.92817888472546e-02
ThruSpace,-4,6,4,8.86362530225011e-02
Thumper,-2,18,20,0.110348277143328
Thunder Alley,-8,8,4,9.70872507057596e-02
Thunder Force V,12,4,10,0.108535473451659
Thunder Paw,-4,14,12,8.25132841977151e-02
Thunder Wolves,-12,20,14,0.117247667913825
Thunderbirds,0,4,4,7.92817888472546e-02
Thunderflash,-18,26,18,9.55596099720311e-02
Thunderstrike: Operation Phoenix,4,4,6,8.86362530225011e-02
Thy Sword,0,12,12,7.92765983802061e-02
TiQal,0,4,4,7.92817888472546e-02
Tic-Tac-Letters by POWGI,0,4,4,7.92817888472546e-02
Tick Tock: A Tale for Two,0,4,4,7.92817888472546e-02
Ticket to Ride,20,10,18,0.115549710126801
Tidal Shock,0,4,4,7.92817888472546e-02
Tidal Tribe,0,4,4,7.92817888472546e-02
Tied Together,-40,20,10,0.198048712194576
Tiger Woods PGA Tour,10,4,8,0.106718302927643
Tiger Woods PGA Tour 06,-8,34,36,0.107094923715413
Tiger Woods PGA Tour 07,-6,66,72,0.138495498006927
Tiger Woods PGA Tour 08,-14,34,28,9.82969601662591e-02
Tiger Woods PGA Tour 09,6,26,30,0.10533895110455
Tiger Woods PGA Tour 09 All-Play,18,6,18,0.12372815607339
Tiger Woods PGA Tour 10,-14,26,20,8.72914238199746e-02
Tiger Woods PGA Tour 11,2,16,20,9.6416899643751e-02
Tiger Woods PGA Tour 12: The Masters,-8,18,16,0.10105687349521
Tiger Woods PGA Tour 13,0,8,8,7.92778959013954e-02
Tiger Woods PGA Tour 14,0,8,8,7.92778959013954e-02
Tiger Woods PGA Tour 2001,20,6,18,0.134371409837378
Tiger Woods PGA Tour 2002,8,8,10,0.140142918369736
Tiger Woods PGA Tour 2003,16,20,26,0.115559761056933
Tiger Woods PGA Tour 2004,10,20,26,9.85969950081998e-02
Tiger Woods PGA Tour 2005,6,12,14,8.63887772921831e-02
Tiger Woods PGA Tour Golf,0,8,8,7.92778959013954e-02
Tiki Brawl,0,4,4,7.92817888472546e-02
Tiki Towers,0,4,4,7.92817888472546e-02
Tilelicious: Delicious Tiles,0,4,4,7.92817888472546e-02
Tiles,0,8,8,7.92778959013954e-02
Tilt Pack,0,4,4,7.92817888472546e-02
"Tim Burton's The Nightmare Before Christmas: Oogie's Revenge",8,12,18,0.112113123290983
"Tim Burton's The Nightmare Before Christmas: The Pumpkin King",6,8,12,0.123773043394542
Timber Tennis: Versus,0,8,8,7.92778959013954e-02
Timberman,0,4,4,7.92817888472546e-02
Timberman VS,0,8,8,7.92778959013954e-02
Time Carnage,-6,20,18,9.77647543457452e-02
Time Crisis 3,4,8,10,0.122178916544722
Time Crisis 4,-18,18,16,0.178348989253445
Time Crisis II,8,6,10,0.115561392888654
Time Crisis: Crisis Zone,14,10,16,0.157295890915205
Time Crisis: Project Titan,-14,14,8,0.126882995274898
Time Crisis: Razing Storm,-8,16,16,0.15352048347354
Time Machine VR,0,4,4,7.92817888472546e-02
Time Machine: Rogue Pilot,0,4,4,7.92817888472546e-02
Time Pilot,0,4,4,7.92817888472546e-02
Time Recoil,18,18,26,0.111522359543645
Time Soldiers,0,4,4,7.92817888472546e-02
Time To Stop Time,0,4,4,7.92817888472546e-02
Time and Eternity,0,4,4,7.92817888472546e-02
TimeShift,0,8,8,7.92778959013954e-02
TimeSplitters,-22,18,10,0.146928848806393
TimeSplitters 2,10,24,30,0.118361274958222
TimeSplitters: Future Perfect,6,18,22,0.100407563359765
Timelie,-2,16,18,0.173923274837384
Timespinner,0,12,12,7.92765983802061e-02
"Timmy's Cooking Show",0,4,4,7.92817888472546e-02
Timothy and the Mysterious Forest,0,12,12,7.92765983802061e-02
Timothy vs. the Aliens,0,4,4,7.92817888472546e-02
Tin & Kuna,0,8,8,7.92778959013954e-02
Tinertia,0,4,4,7.92817888472546e-02
Tinker Racers,0,16,16,7.92759496435017e-02
Tiny Barbarian DX,0,4,4,7.92817888472546e-02
Tiny Brains,10,12,16,0.118084061970294
Tiny Bunny,0,4,4,7.92817888472546e-02
Tiny Galaxy,0,10,10,0.12535551486493
Tiny Games: Knights & Dragons,0,4,4,7.92817888472546e-02
Tiny Hands Adventure,0,8,8,7.92778959013954e-02
Tiny Lands,16,12,18,0.170472972020592
Tiny Metal,-4,10,8,8.40859892616487e-02
Tiny Metal: Full Metal Rumble,-2,20,22,0.136596156570701
Tiny Racer,6,10,14,0.132954379533752
Tiny Room Stories: Town Mystery,0,4,4,7.92817888472546e-02
Tiny Token Empires,0,4,4,7.92817888472546e-02
Tiny Toon Adventures: Wacky Stackers,0,4,4,7.92817888472546e-02
Tiny Toy Tanks,0,4,4,7.92817888472546e-02
Tiny Trax,0,4,4,7.92817888472546e-02
Tiny Troopers: Joint Ops,14,20,28,0.111524818905129
Tiny Troopers: Joint Ops XL,0,4,4,7.92817888472546e-02
Titan Attacks!,-4,10,8,8.40859892616487e-02
Titan Quest,2,24,28,0.112696379072542
Titan Souls,4,10,12,0.148320564812218
Titanfall,-4,18,18,0.129964388609335
Titanfall 2,-4,10,8,8.40859892616487e-02
Titanfall: Expedition,-24,18,6,0.15087441159313
"Titanfall: Frontier's Edge",0,4,4,7.92817888472546e-02
Titanic Mystery,0,4,4,7.92817888472546e-02
To Leave,4,10,12,0.125353053027817
To the Moon,-4,6,4,8.86362530225011e-02
Toast Time: Smash Up!,-4,6,4,8.86362530225011e-02
Toby: The Secret Mine,-24,28,22,0.109447592422556
